# 0.3.1 golden corpus - kernel Select (SqueakPoolRegistry). Lines: scenario|mode|domain|action|seed|gate|eggs|soundKey|tier|poolStableKey; '-' = none.
# Rebuilt by tools/KernelCharacterization; scenarios frozen in Scenarios.cs (S1-S7 constructed incl. egg/two-race, F03-F07 fixture-driven from fixtures/input). Any delta on replay = regression.
F05-multi-lastwins|Fallback|Ratkin+Sanguophage|Giggling|1|partial|on|other.mod:SR_SanguoVoice_SR_Giggling_0|XenotypePack|other.mod:SR_SanguoVoice
F05-multi-lastwins|Fallback|Ratkin+Sanguophage|Giggling|2|all|on|other.mod:SR_SanguoVoice_SR_Giggling_0|XenotypePack|other.mod:SR_SanguoVoice
F05-multi-lastwins|Fallback|Ratkin+Sanguophage|Giggling|2|partial|on|other.mod:SR_SanguoVoice_SR_Giggling_0|XenotypePack|other.mod:SR_SanguoVoice
F05-multi-lastwins|Fallback|Ratkin+Sanguophage|Giggling|3|all|on|other.mod:SR_SanguoVoice_SR_Giggling_0|XenotypePack|other.mod:SR_SanguoVoice
F05-multi-lastwins|Fallback|Ratkin+Sanguophage|Giggling|3|partial|on|other.mod:SR_SanguoVoice_SR_Giggling_0|XenotypePack|other.mod:SR_SanguoVoice
F05-multi-lastwins|Remix|Ratkin|Call|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Call|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Eat|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Sleep|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Wounded|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Select|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Move|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Social|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Joy|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Death|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Draft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Undraft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Attack|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Attack|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
F05-multi-lastwins|Remix|Ratkin|Attack|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_0|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
